Run,Program Version,Time Started (UTC),Minutes Spent,Position,Points,buttontext,finished,project_id,url,age,device,gender,education,projectID,startedAt,computerID,assignmentID,yearOfBirth,participantID,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,assignment_id,participant_id,"If you could press a button to skip tomorrow, would you? Assume you still complete all the things you would normally complete, and remember the day normally, you just don't experience it. (mg9zk0t)",How satisfied are you with life as a whole these days? (mwhc2vc),How enjoyable is your life these days? (l1z3onc)
7022360,21,2022-01-31 17:51:11,0.35,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,39,desktop,male,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:50 AM,dadc7b445bb747b8375ec774437587f850cc94be,947aa2fb,1982,9bcdc625,4,United States,"$25,000 to $39,999",0,2,32500,947aa2fb,9bcdc625,No,8,8.4
7022361,21,2022-01-31 17:51:15,0.72,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,33,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:50 AM,2389170d30a1839ccfad142330860047b3f81769,b2782e67,1988,472679ba,5,United States,"$60,000 to $84,999",1,4,72500,b2782e67,472679ba,No,7.6,7.9
7022362,21,2022-01-31 17:51:16,0.18,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,34,desktop,male,completedMastersDegree,27dd131a,2022/01/31 09:51 AM,70daece017370fb52fe73b6c8a72ecac3e9f74b4,616f0d86,1988,efaecab7,6,United States,"$200,000 or more",0,8,225000,616f0d86,efaecab7,Yes,2.7,2.2
7022363,21,2022-01-31 17:51:16,0.43,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,47,desktop,male,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:50 AM,8b57241190c11e2720f65a308b397dc1264ee16b,7430d37e,1975,0964b0e1,2,United States,"$10,000 to $24,999",0,1,17500,7430d37e,0964b0e1,No,5,4.8
7022365,21,2022-01-31 17:51:23,0.15,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,27,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:50 AM,3c8b0ef4c0d65d7b5b6b4e3066b801da03e9ed60,bc571850,1995,87e226b9,5,United States,"$85,000 to $114,999",0,5,100000,bc571850,87e226b9,No,4.9,5
7022368,21,2022-01-31 17:51:39,0.33,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,32,smartphone,male,completedBachelorsDegree,27dd131a,2022/01/31 09:51 AM,f821568001be28b8f6881ed6e4ffc47cb2ec3c42,ced77737,1989,63e2bcb7,5,United States,"$85,000 to $114,999",0,5,100000,ced77737,63e2bcb7,No,7.8,7.8
7022369,21,2022-01-31 17:51:45,0.3,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,41,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:51 AM,8d516d96d7f13d0573cc8ca57647f724b845e202,e4e66283,1980,29e736ce,2,United States,"$40,000 to $59,999",1,3,50000,e4e66283,29e736ce,No,8,8
7022371,21,2022-01-31 17:51:48,0.32,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,49,desktop,female,completedMastersDegree,27dd131a,2022/01/31 09:51 AM,0e6f323341409448668d4760251123b75d0cce56,f1debdb0,1972,c6e6870d,6,United States,"$115,000 to $149,999",1,6,132500,f1debdb0,c6e6870d,No,9.6,9.9
7022372,21,2022-01-31 17:51:59,0.37,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,43,desktop,female,completedTradeTechicalVocationalTraing,27dd131a,2022/01/31 09:51 AM,17e304c60e544f438edb424c2984c9e02d4fd3fe,d959751d,1978,be56c5a8,3,United States,"$10,000 to $24,999",1,1,17500,d959751d,be56c5a8,No,7.6,5.7
7022373,21,2022-01-31 17:52:07,0.48,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,36,desktop,male,completedTradeTechicalVocationalTraing,27dd131a,2022/01/31 09:51 AM,518ce8492a9a7e3c5bf077122b61bbdcfed37f3a,8116adb1,1985,e13314b9,3,United States,"$60,000 to $84,999",0,4,72500,8116adb1,e13314b9,No,7,6
7022374,21,2022-01-31 17:52:08,0.28,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,29,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:50 AM,a3cf180c44f1d1b0413a73921597b4166a61e5a8,75a5ed1e,1993,77fea3b5,2,United States,"$25,000 to $39,999",1,2,32500,75a5ed1e,77fea3b5,No,5,4.9
7022375,21,2022-01-31 17:52:10,0.13,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,41,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:51 AM,17f4dbcc29768914f4d4eb45ebeff147635136ee,8c4dd0b3,1980,e0c7caf2,5,United States,"$60,000 to $84,999",1,4,72500,8c4dd0b3,e0c7caf2,No,2.8,2.7
7022376,21,2022-01-31 17:52:16,0.43,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,43,desktop,male,completedProfessionalDegree,27dd131a,2022/01/31 09:51 AM,7b2d7e53d725aa4b4177ae31d3c86ff52c551e01,dcea4bea,1979,c432d38a,7,United States,"$200,000 or more",0,8,225000,dcea4bea,c432d38a,Yes,9.3,8
7022377,21,2022-01-31 17:52:18,0.33,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,59,desktop,male,completedMastersDegree,27dd131a,2022/01/31 09:51 AM,bee61ff58dc324c6f269bea5f2bb5ab278bf8155,7e817474,1962,0d5883db,6,United States,"$40,000 to $59,999",0,3,50000,7e817474,0d5883db,No,8.6,8.9
7022379,21,2022-01-31 17:52:22,0.35,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,45,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:51 AM,a1fffe9745d476e620c3297393c41d5c190e1380,f7e076e4,1976,11562faa,5,United States,"$115,000 to $149,999",0,6,132500,f7e076e4,11562faa,No,4,4
7022380,21,2022-01-31 17:52:21,0.78,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,30,desktop,female,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:51 AM,546271dcd6230b654419a491382074cb1594f5e2,d2becd74,1991,159bc663,4,United States,"$10,000 to $24,999",1,1,17500,d2becd74,159bc663,No,3.8,1.1
7022381,21,2022-01-31 17:52:34,0.3,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,59,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:51 AM,c4e1b8a540d45ec87d6a63505905887b42661098,ea69e647,1963,3aac0056,5,United States,"$60,000 to $84,999",1,4,72500,ea69e647,3aac0056,No,7.6,6.1
7022382,21,2022-01-31 17:52:34,0.3,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,48,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:52 AM,cad0999a26d9668cfa2d5b11e60b56d6d00d6255,e7178d6c,1973,cef58b92,5,United States,"$115,000 to $149,999",1,6,132500,e7178d6c,cef58b92,Yes,8.1,7
7022383,21,2022-01-31 17:52:37,0.23,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,29,desktop,male,completedMastersDegree,27dd131a,2022/01/31 09:52 AM,0344a79bf516655686559cc55f0b2e5d1c41d65c,f4e111c3,1992,9e1ef475,6,United States,"$115,000 to $149,999",0,6,132500,f4e111c3,9e1ef475,No,8.6,8.6
7022385,21,2022-01-31 17:53:59,0.35,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,34,desktop,male,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:52 AM,fec922ead36c88a5513cdb35c7707d33497f7cb5,da9a4cea,1987,85309d15,4,United States,"$60,000 to $84,999",0,4,72500,da9a4cea,85309d15,No,2.2,4
7022386,21,2022-01-31 17:52:52,0.35,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,32,desktop,male,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:52 AM,f902b2dbec8c3b3cc6a32e1c11d1593562b0fd94,561c9e31,1989,298c8c17,4,United States,"$60,000 to $84,999",0,4,72500,561c9e31,298c8c17,No,5.5,8
7022389,21,2022-01-31 17:53:08,0.25,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,38,desktop,female,completedMastersDegree,27dd131a,2022/01/31 09:52 AM,b423560d4c1efd3c68abcf69bc1e83cde7543440,38389ec5,1983,4320bc7b,6,United States,"$85,000 to $114,999",1,5,100000,38389ec5,4320bc7b,No,7.5,7.9
7022391,21,2022-01-31 17:53:30,0.27,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,31,desktop,male,completedBachelorsDegree,27dd131a,2022/01/31 09:52 AM,5b81131f8cfb9aaeb88230adb8a6786d392d4a51,782f53de,1991,f7796895,5,United States,"$85,000 to $114,999",0,5,100000,782f53de,f7796895,No,7.8,8.6
7022392,21,2022-01-31 17:53:37,0.55,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,40,desktop,female,completedTradeTechicalVocationalTraing,27dd131a,2022/01/31 09:51 AM,bfefca048f7e947a0e8561c7a75217a000a0eef3,9c53d2a3,1982,a8f94df3,3,United States,"$85,000 to $114,999",1,5,100000,9c53d2a3,a8f94df3,No,7,7.5
7022393,21,2022-01-31 17:54:35,0.32,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,42,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 09:54 AM,e2e43ae9fc876ef21cd526ba45a63f49a59120b8,32b1dcc3,1980,02dab299,5,United States,"$115,000 to $149,999",1,6,132500,32b1dcc3,02dab299,Yes,9,9.7
7022394,21,2022-01-31 17:54:43,0.42,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,71,desktop,female,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:54 AM,d31481fcb33fa4d7a42760f84175831b12acce40,dc7a5247,1951,a83f97d5,4,United States,"$40,000 to $59,999",1,3,50000,dc7a5247,a83f97d5,No,9.3,9.5
7022395,21,2022-01-31 17:55:05,0.3,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,49,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:54 AM,1d05d1f8f2b15437c0a32efbd7200d08ebfcf5ae,bd8ab5f3,1973,46442dcb,2,United States,"$60,000 to $84,999",1,4,72500,bd8ab5f3,46442dcb,Yes,7.3,5.3
7022401,21,2022-01-31 17:56:13,0.43,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,33,desktop,female,completedAssociateDegreeOnly,27dd131a,2022/01/31 09:54 AM,bec4db2c40f25b2dc7d253cca6e3932fc648164d,db39b631,1989,41c41a9a,4,United States,"$40,000 to $59,999",1,3,50000,db39b631,41c41a9a,No,4.3,4.5
7022404,21,2022-01-31 17:56:34,0.42,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,30,desktop,male,completedTradeTechicalVocationalTraing,27dd131a,2022/01/31 09:56 AM,6a12711aa59294caa92dc71afd66a1057cbbb497,6ab54336,1991,deac90c2,3,United States,"$40,000 to $59,999",0,3,50000,6ab54336,deac90c2,No,1.3,1.6
7022408,21,2022-01-31 17:57:29,0.32,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,33,desktop,female,completedOnlyHighSchoolOrTheEquivalent,27dd131a,2022/01/31 09:57 AM,8e7c74f5c9e6fdb89ce8e0f857ee371c0310c423,4bcdab52,1988,ef6897bc,2,United States,"$10,000 to $24,999",1,1,17500,4bcdab52,ef6897bc,No,2.3,2.8
7022409,21,2022-01-31 17:57:59,0.18,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,37,desktop,male,completedTradeTechicalVocationalTraing,27dd131a,2022/01/31 09:57 AM,83b70cd77520f6bc2b8d42e2c09a438b97c1da2d,830b3641,1984,0a4c67f4,3,United States,"$40,000 to $59,999",0,3,50000,830b3641,0a4c67f4,No,5.1,5
7022417,21,2022-01-31 18:00:46,0.15,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,26,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 10:00 AM,d2b429bd71eea4a562e49dbfc4c51d81879fa8a7,68b02467,1995,6dc4e2c6,5,United States,"$25,000 to $39,999",1,2,32500,68b02467,6dc4e2c6,Yes,2.8,0.6
7022418,21,2022-01-31 18:01:02,0.28,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,57,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 10:00 AM,a224903e18c3b4453d45d308aab6469d88daa656,644c53d0,1964,33d3011b,5,United States,"$115,000 to $149,999",1,6,132500,644c53d0,33d3011b,Yes,4.3,2.9
7022427,21,2022-01-31 18:03:56,0.42,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,27,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 10:02 AM,0c6a0a6070c4ef6832278eb2368e13e4c75cdcea,9cb8ff42,1995,e6d04f15,5,United States,"$40,000 to $59,999",1,3,50000,9cb8ff42,e6d04f15,No,9.6,8.7
7022436,21,2022-01-31 18:07:50,0.45,rl4pf73,0,Click to finish and give feedback,1,27dd131a,https://app.positly.com/#/f?task_id=27dd131a,25,desktop,female,completedBachelorsDegree,27dd131a,2022/01/31 10:07 AM,38b7d791c22e793a0fa84b978867fe0ae6554992,bb889216,1996,f1985482,5,United States,"$150,000 to $199,999",1,7,175000,bb889216,f1985482,Yes,0,0
