Run,Program Version,Time Started (UTC),Minutes Spent,Position,Points,Randomize (u8cc59f),How enjoyable is your life as a whole these days? (dzyh760),How satisfied are you with life as a whole these days? (ql4c1ak),"Imagine I gave you a ""SKIP TODAY"" button. When pressed, this button would cause you to be instantly transported 24 hours into the future. You still do all the things you would normally do, and remember the day normally, you just don't experience it. In a typical week how many times would you use the button? (55qcu1j)",buttontext,finished,project_id,url,age,device,gender,education,projectID,startedAt,computerID,assignmentID,yearOfBirth,participantID,educationScore,computerCountry,householdIncome,femaleAs1MaleAs0,householdIncomeScore,householdIncomeEstimate,assignment_id,participant_id
7027904,6,2022-02-01 18:06:26,0.7,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",4,4,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,37,desktop,female,completedProfessionalDegree,3f66609b,2022/02/01 10:05 AM,b5f0d51e7f83bdb06a58eb9af193bc10fffcc63f,d9389a23,1984,5b1712ee,7,United States,"$85,000 to $114,999",1,5,100000,d9389a23,5b1712ee
7027905,6,2022-02-01 18:06:29,0.48,rl4pf73,0,"okhcw2j,79aq97l,q8q6d40",2,2,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,26,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,046991cbe6d4fcd4e3255a47b98d00d705778b37,dbcd8535,1996,3130fd0e,5,United States,"$10,000 to $24,999",0,1,17500,dbcd8535,3130fd0e
7027907,6,2022-02-01 18:06:27,0.32,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",8,3,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,24,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,d09e3ce7dc6f431970f28b88cba18a3a2f591420,6632f1ac,1997,d1a5cf44,5,United States,"$25,000 to $39,999",0,2,32500,6632f1ac,d1a5cf44
7027908,6,2022-02-01 18:06:30,0.43,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",6,6,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,42,desktop,male,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:06 AM,79899710495a84c6d24da107c242da07fbfd16de,feb3073c,1980,874eda75,2,United States,"$85,000 to $114,999",0,5,100000,feb3073c,874eda75
7027909,6,2022-02-01 18:06:35,0.42,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",1,2,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,30,desktop,female,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:06 AM,e17e896c7498ac98b6b2d21bea99811813147f83,a76433a5,1991,2135fa8e,4,United States,"$25,000 to $39,999",1,2,32500,a76433a5,2135fa8e
7027912,6,2022-02-01 18:06:39,0.42,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",7,5,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,39,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,14174a3b257ee309f0b2c1cd73065fee8de630a8,96f773f7,1983,6acdd1e7,5,United States,"$40,000 to $59,999",1,3,50000,96f773f7,6acdd1e7
7027913,6,2022-02-01 18:06:44,0.47,rl4pf73,0,"okhcw2j,79aq97l,q8q6d40",7,6,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,47,desktop,female,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:05 AM,0a92ac99d6cfcc8d1bfb5f9a25de8395cadd04c3,1871dfe1,1975,23963721,4,United States,"$85,000 to $114,999",1,5,100000,1871dfe1,23963721
7027914,6,2022-02-01 18:06:57,0.28,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",8,8,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,30,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,1c03b0b3536c3cb098b172c84c73902c106189a8,34059746,1991,d07d0748,5,United States,"$150,000 to $199,999",0,7,175000,34059746,d07d0748
7027915,6,2022-02-01 18:07:34,0.45,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",6,6,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,36,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,8bd59098f9302de0f881cacd14a6bd071fe2346d,7.515E+279,1985,f3157e2b,5,United States,"$25,000 to $39,999",0,2,32500,7.515E+279,f3157e2b
7027916,6,2022-02-01 18:07:00,0.5,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",7,6,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,38,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,a75a2d4ac2e274bae0dbb6e1610121145112c371,300a11c1,1984,f91132aa,5,United States,"$85,000 to $114,999",1,5,100000,300a11c1,f91132aa
7027917,6,2022-02-01 18:07:03,1.25,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",2,2,2,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,36,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,35beee46b01b1f2b169477e3d7a08cafe101d1a5,5f5bb908,1986,da03e3a0,5,United States,"$60,000 to $84,999",0,4,72500,5f5bb908,da03e3a0
7027918,6,2022-02-01 18:07:03,0.33,rl4pf73,0,"okhcw2j,79aq97l,q8q6d40",7,7,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,45,desktop,male,completedMastersDegree,3f66609b,2022/02/01 10:06 AM,6f1c737b333601f52a7eece37e8efa24599f3391,17028774,1977,c3528dfd,6,United States,"$60,000 to $84,999",0,4,72500,17028774,c3528dfd
7027919,6,2022-02-01 18:07:04,0.6,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",7,7,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,51,desktop,male,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:06 AM,a9397a9a3346bfb5a362f665ab674feb2990f70d,12b5411b,1970,cfabb51d,2,United States,"$60,000 to $84,999",0,4,72500,12b5411b,cfabb51d
7027920,6,2022-02-01 18:07:03,0.33,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",0,0,5,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,54,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,f1c878044d06d0f5fe146c6b3ee3a949398438a9,ac6beb62,1967,8dc3ae5e,5,United States,"$10,000 to $24,999",1,1,17500,ac6beb62,8dc3ae5e
7027921,6,2022-02-01 18:07:09,0.33,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",7,8,3,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,23,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,67be2a0baecc827f2a4fccf145986341c227ade4,c8f4afac,1998,97710fbf,5,United States,"$10,000 to $24,999",1,1,17500,c8f4afac,97710fbf
7027924,6,2022-02-01 18:07:20,0.38,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",7,8,2,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,31,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:06 AM,ca6cb48d48ef8a3c2e4bde171eb9028791b2f007,1c873bfd,1990,38928d4c,5,United States,"$85,000 to $114,999",0,5,100000,1c873bfd,38928d4c
7027925,6,2022-02-01 18:08:12,0.48,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",5,3,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,41,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:07 AM,ec4392453b06dcf473e0e7739fa7dea4e22b40de,018076c3,1980,727d1997,5,United States,"$60,000 to $84,999",0,4,72500,018076c3,727d1997
7027926,6,2022-02-01 18:07:28,0.32,rl4pf73,0,"okhcw2j,79aq97l,q8q6d40",10,10,5,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,31,smartphone,female,completedBachelorsDegree,3f66609b,2022/02/01 10:07 AM,c26b11ba9e38128cc5e22fcd7e995c03ad832fc8,4c7e1b4d,1990,6d3adb37,5,United States,"$40,000 to $59,999",1,3,50000,4c7e1b4d,6d3adb37
7027927,6,2022-02-01 18:07:32,0.22,rl4pf73,0,"okhcw2j,79aq97l,q8q6d40",8,8,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,40,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:07 AM,956dcb13cf5313aee5aeec14fb0902ca4bc281c6,f0a4f673,1981,6d51e6da,5,United States,"$85,000 to $114,999",1,5,100000,f0a4f673,6d51e6da
7027928,6,2022-02-01 18:07:34,0.4,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",7,4,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,21,desktop,female,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:06 AM,4da2e08822d3134aae4b238eff8f4b5f24e7a49c,3d616a42,2001,333d3372,2,United States,"Less than $9,999",1,0,4500,3d616a42,333d3372
7027929,6,2022-02-01 18:07:43,0.33,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",2,1,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,38,desktop,male,completedDoctorateDegree,3f66609b,2022/02/01 10:07 AM,a7420c0803bf25b9c8facccfbde1f71568858667,0b474e4a,1984,9eedb5e7,8,United States,"$60,000 to $84,999",0,4,72500,0b474e4a,9eedb5e7
7027931,6,2022-02-01 18:07:47,0.7,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",6,3,2,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,37,desktop,male,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:07 AM,e95cc3ae3c2760777bc6bc7169abe01cf170eeaf,728d6b4f,1984,b8e2aab1,2,United States,"$150,000 to $199,999",0,7,175000,728d6b4f,b8e2aab1
7027932,6,2022-02-01 18:07:49,0.25,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",7,8,2,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,22,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:05 AM,b24604d2b2e044187757ba9aa32578ee751e7f04,4f014355,1999,21e3f938,5,United States,"$40,000 to $59,999",1,3,50000,4f014355,21e3f938
7027933,6,2022-02-01 18:08:05,0.62,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",4,4,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,27,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:07 AM,5dc95f5d072f8322865b45685a97c78f576b2af8,a3b6e345,1994,9761441a,5,United States,"$25,000 to $39,999",1,2,32500,a3b6e345,9761441a
7027935,6,2022-02-01 18:08:12,0.92,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",5,5,5,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,42,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:07 AM,19984ff0effb9ef37e7e94051ccd9504cedc75f4,7a2b3161,1980,e76fa198,5,United States,"$60,000 to $84,999",0,4,72500,7a2b3161,e76fa198
7027936,6,2022-02-01 18:08:15,0.53,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",6,6,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,66,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:07 AM,baae3b6478eac2f660514d94f663fe6e5c96346b,7ec64abb,1956,fa5ad510,5,United States,"$25,000 to $39,999",0,2,32500,7ec64abb,fa5ad510
7027938,6,2022-02-01 18:08:22,0.38,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",8,8,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,37,desktop,female,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:07 AM,35a781178f3990587fd25edf3eb89d67b093e8c9,5422fbc1,1985,f21836d0,2,United States,"$150,000 to $199,999",1,7,175000,5422fbc1,f21836d0
7027939,6,2022-02-01 18:08:25,0.48,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",3,3,7,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,41,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:07 AM,0717fd9535cdca01d0d14be3d7d2d7b2c25c1782,1.7403E+082,1981,1122b42c,5,United States,"$40,000 to $59,999",1,3,50000,1.7403E+082,1122b42c
7027940,6,2022-02-01 18:08:26,0.45,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",1,1,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,32,desktop,male,completedMastersDegree,3f66609b,2022/02/01 10:08 AM,8faff85f12645f7716513583e1fc022f90a426c5,50de38bd,1989,1557d014,6,United States,"$25,000 to $39,999",0,2,32500,50de38bd,1557d014
7027941,6,2022-02-01 18:08:31,0.48,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",6,6,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,66,desktop,female,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:07 AM,0fbc2f1c03bfbac01881e924b699f4fe5e6cd807,6ee2a06a,1956,87c63916,2,United States,"$25,000 to $39,999",1,2,32500,6ee2a06a,87c63916
7027942,6,2022-02-01 18:08:38,0.27,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",6,6,3,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,39,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:08 AM,139d1edf0760a01f3a6deaa918cc055eab7b107a,707f29dd,1982,719c0aea,5,United States,"$60,000 to $84,999",0,4,72500,707f29dd,719c0aea
7027944,6,2022-02-01 18:08:42,0.75,rl4pf73,0,"okhcw2j,79aq97l,q8q6d40",4,4,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,53,desktop,female,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:07 AM,777cd03ac2fcfedda5c7d6d85b51d915d2f1dd17,1211209e,1969,b58b15bc,4,United States,"$25,000 to $39,999",1,2,32500,1211209e,b58b15bc
7027945,6,2022-02-01 18:08:53,0.38,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",10,10,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,69,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:08 AM,a475d45ae9ad7fafd66fe20fd6ab9b3747f3a4d9,b75da0cf,1952,81fdee1e,5,United States,"$40,000 to $59,999",0,3,50000,b75da0cf,81fdee1e
7027946,6,2022-02-01 18:08:55,0.5,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",9,9,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,52,desktop,female,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:08 AM,6ada9a6fe405b04a7c970bcf1c7e9d6d2beba6ed,bdba3699,1969,1807843c,2,United States,"$85,000 to $114,999",1,5,100000,bdba3699,1807843c
7027947,6,2022-02-01 18:09:11,0.52,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",6,7,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,65,desktop,female,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:08 AM,ba8da1b38b9b6400b73f3a4d899bdc70f61d7762,ef4ead19,1957,ea308c30,4,United States,"$40,000 to $59,999",1,3,50000,ef4ead19,ea308c30
7027948,6,2022-02-01 18:09:21,0.43,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",9,9,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,65,desktop,female,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:08 AM,0b8a4deb2d554809244a018fbc27fbb88bed80fc,9a2bd26a,1957,5d0d1cd3,4,United States,"$115,000 to $149,999",1,6,132500,9a2bd26a,5d0d1cd3
7027950,6,2022-02-01 18:09:39,0.38,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",7,7,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,68,desktop,female,completedMastersDegree,3f66609b,2022/02/01 10:09 AM,5bbd5c3199014cb118e10646f644f04080e53ff7,47b2a33a,1953,adaf7d03,6,United States,"$85,000 to $114,999",1,5,100000,47b2a33a,adaf7d03
7027951,6,2022-02-01 18:09:43,0.87,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",7,7,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,69,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:08 AM,dec61ac72ad3ba3ce9e124295aa6587794dc9919,80e830a3,1953,30b0c076,5,United States,"$85,000 to $114,999",0,5,100000,80e830a3,30b0c076
7027952,6,2022-02-01 18:09:46,0.33,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",8,8,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,30,desktop,male,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:09 AM,a93611449ee13b47964ed0d20a5d39504d27c2c8,2ca98f36,1991,46dda1c8,2,United States,"$85,000 to $114,999",0,5,100000,2ca98f36,46dda1c8
7027956,6,2022-02-01 18:10:00,0.28,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",7,7,3,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,24,desktop,male,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:09 AM,5552dde7b68857cd0ff0f9bfe2cf7b793dade6c1,f0218a58,1997,2c3096ae,4,United States,"$25,000 to $39,999",0,2,32500,f0218a58,2c3096ae
7027957,6,2022-02-01 18:10:04,0.43,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",9,9,1,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,36,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:09 AM,f0943e43fa028f42262608f1975cc0cecc1afc61,7b717435,1985,096f3565,5,United States,"$85,000 to $114,999",0,5,100000,7b717435,096f3565
7027963,6,2022-02-01 18:10:27,0.82,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",10,10,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,32,desktop,female,completedTradeTechicalVocationalTraing,3f66609b,2022/02/01 10:07 AM,820f921eb30d73c77580afd363d3ec2f42315a19,fa9e0f12,1990,d945f996,3,United States,"$10,000 to $24,999",1,1,17500,fa9e0f12,d945f996
7027965,6,2022-02-01 18:10:55,0.47,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",1,1,7,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,43,desktop,male,completedMastersDegree,3f66609b,2022/02/01 10:10 AM,7bae0dd8b786085a23575ed8624f1495f5dc1343,d4c65b09,1978,f4c0f659,6,United States,"$200,000 or more",0,8,225000,d4c65b09,f4c0f659
7027966,6,2022-02-01 18:10:56,0.53,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",8,8,5,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,46,desktop,female,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:10 AM,9392f54aa226130d0ac87c01b9d7c0283dd086eb,9ced54dd,1976,490ad389,2,United States,"$40,000 to $59,999",1,3,50000,9ced54dd,490ad389
7027975,6,2022-02-01 18:11:59,0.45,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",8,8,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,49,desktop,male,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:11 AM,e80a142245cd979336cd5c766254c5c273fe6183,f07465ab,1972,d5eab2d6,2,United States,"$25,000 to $39,999",0,2,32500,f07465ab,d5eab2d6
7027983,6,2022-02-01 18:13:54,0.75,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",8,4,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,65,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:11 AM,37a4761b35437a776e23697b601596a94454cc88,ebf1bb2b,1956,b6420240,5,United States,"$25,000 to $39,999",0,2,32500,ebf1bb2b,b6420240
7027986,6,2022-02-01 18:14:38,0.28,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",6,6,4,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,29,desktop,male,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:09 AM,c521b097eb113ca62f3de5001c89554fdc7f5b7e,6c40f3a2,1992,40624021,4,United States,"$25,000 to $39,999",0,2,32500,6c40f3a2,40624021
7027988,6,2022-02-01 18:14:51,0.37,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",3,3,4,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,52,desktop,female,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:14 AM,01aa51af8d46562feb018b676b2948a6bda3b8fb,1d42210e,1970,4696cc37,4,United States,"$60,000 to $84,999",1,4,72500,1d42210e,4696cc37
7027995,6,2022-02-01 18:15:33,1.27,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",6,7,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,29,desktop,female,completedMastersDegree,3f66609b,2022/02/01 10:15 AM,b2f1565d522ed357f78ed6312e601ea9ce5e21e0,2fb5575e,1993,2be9de9a,6,United States,"$60,000 to $84,999",1,4,72500,2fb5575e,2be9de9a
7027997,6,2022-02-01 18:15:59,0.43,rl4pf73,0,"79aq97l,okhcw2j,q8q6d40",8,8,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,39,desktop,female,completedTradeTechicalVocationalTraing,3f66609b,2022/02/01 10:15 AM,de0ae1f47c6b24adc5654b41bd5ed4de79bf753f,acc5b189,1983,1b9fe463,3,United States,"$60,000 to $84,999",1,4,72500,acc5b189,1b9fe463
7028001,6,2022-02-01 18:16:56,0.4,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",2,6,2,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,44,desktop,female,completedBachelorsDegree,3f66609b,2022/02/01 10:16 AM,33229259fa1c7a5f9ed1cde954012c29aab54bfd,3bb1979b,1978,a836584d,5,United States,"$60,000 to $84,999",1,4,72500,3bb1979b,a836584d
7028015,6,2022-02-01 18:18:58,0.38,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",10,8,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,34,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:18 AM,d45fa1d79199ce6da046ded080cfcbd77bc7d385,7b70b66b,1987,487820d6,5,United States,"$40,000 to $59,999",0,3,50000,7b70b66b,487820d6
7028026,6,2022-02-01 18:22:01,0.57,rl4pf73,0,"q8q6d40,okhcw2j,79aq97l",6,6,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,40,desktop,male,completedBachelorsDegree,3f66609b,2022/02/01 10:21 AM,18fc7c8a035ef04356547f48146466df2279911e,4d9eed39,1981,b1c378f5,5,United States,"$40,000 to $59,999",0,3,50000,4d9eed39,b1c378f5
7028027,6,2022-02-01 18:22:05,0.32,rl4pf73,0,"q8q6d40,79aq97l,okhcw2j",6,6,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,31,desktop,male,completedMastersDegree,3f66609b,2022/02/01 10:21 AM,73ec021d9f0cee92aaa338295b0561d94b5efb50,03f22232,1990,d5679519,6,United States,"$85,000 to $114,999",0,5,100000,03f22232,d5679519
7028040,6,2022-02-01 18:23:45,0.28,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",5,7,5,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,22,desktop,female,completedAssociateDegreeOnly,3f66609b,2022/02/01 10:23 AM,81a4ca05be39914e42f77813e7afe4cfb4568712,7574aa11,2000,ff3c2b9d,4,United States,"$10,000 to $24,999",1,1,17500,7574aa11,ff3c2b9d
7028045,6,2022-02-01 18:25:22,0.47,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",8,7,7,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,22,desktop,female,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:24 AM,f2acf671b861bd4118d60ff2a20921546b8fe8ab,ec0f57df,2000,b9e00ee0,2,United States,"$85,000 to $114,999",1,5,100000,ec0f57df,b9e00ee0
7028049,6,2022-02-01 18:25:36,0.35,rl4pf73,0,"okhcw2j,q8q6d40,79aq97l",9,9,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,28,desktop,female,completedOnlyHighSchoolOrTheEquivalent,3f66609b,2022/02/01 10:24 AM,5ad2181c460df9ab0a16bd538b2d6c9e4604c058,97aff9ab,1994,b059923f,2,United States,"$40,000 to $59,999",1,3,50000,97aff9ab,b059923f
7028361,6,2022-02-01 19:37:14,0.38,rl4pf73,0,"79aq97l,q8q6d40,okhcw2j",10,10,0,Click to finish and give feedback,1,3f66609b,https://app.positly.com/#/f?task_id=3f66609b,49,desktop,female,completedAssociateDegreeOnly,3f66609b,2022/02/01 11:36 AM,de200455eeeda2f5b88ea7de099dc2f492999884,dc70e183,1973,018663a2,4,United States,"$150,000 to $199,999",1,7,175000,dc70e183,018663a2
9901212,6,2023-03-29 23:46:18,0.03,55qcu1j,0,"okhcw2j,q8q6d40,79aq97l",,,,,,,,,,,,,,,,,,,,,,,,,
